,location,coordinate,,,,
4586,"Schellingwouderdijk, Noord, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1023 NA, Nederland","(52.38635539342224, 4.954969909760811)",,,,
4587,"194A, Van Beuningenstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 XZ, Nederland","(52.3817101, 4.8716955)",,,,
4588,"102-2, Van Oldenbarneveldtstraat, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 KJ, Nederland","(52.3737725, 4.8734178)",,,,
4589,"33-1, Balboastraat, Hoofdweg, West, Amsterdam, Noord-Holland, Nederland, 1057 VT, Nederland","(52.3687663, 4.8530955)",,,,
4590,"Jacob Catskade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 DD, Nederland","(52.38100675, 4.8737689)",,,,
4591,"12G, Stephensonstraat, Frankendael, Oost, Amsterdam, Noord-Holland, Nederland, 1097 BB, Nederland","(52.3507531, 4.9191612)",,,,
4592,"71, Vijverhoef, Buitenveldert, Zuid, Amsterdam, Noord-Holland, Nederland, 1081 AW, Nederland","(52.3261805, 4.8648002)",,,,
4593,"161-2A, Brouwersgracht, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 GG, Nederland","(52.3818309, 4.8854805)",,,,
4594,"Elisabeth Boddaertstraat, Park Haagseweg, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1066 BD, Nederland","(52.34967963368492, 4.830329130065738)",,,,
4595,"1-H, Boutensstraat, Slotermeer, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1064 SM, Nederland","(52.3762295, 4.8209613)",,,,
4596,"Kaap de Goede Hoopbrug, Schalk Burgerstraat, Transvaalbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1092 KN, Nederland","(52.352325050000005, 4.921620290296932)",,,,
4597,"55C, Ringdijk, Frankendael, Oost, Amsterdam, Noord-Holland, Nederland, 1097 AH, Nederland","(52.3517263, 4.9213895)",,,,
4598,"Eerste Ringdijkstraat, Frankendael, Oost, Amsterdam, Noord-Holland, Nederland, 1097 BC, Nederland","(52.3503384, 4.919106508201525)",,,,
4599,"169, Nieuwe Laan, Osdorp, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1068 CC, Nederland","(52.3620053, 4.7977121)",,,,
4600,"30C, Populierenweg, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091 KM, Nederland","(52.35574, 4.9181324)",,,,
4601,"Geerdinkhof, G-buurt, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1103 RH, Nederland","(52.3285063, 4.977032263157074)",,,,
4602,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
4603,"Weteringschans, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 XD, Nederland","(52.3594924, 4.891498)",,,,
4604,"2e Weteringplantsoen, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 ZD, Nederland","(52.35930515, 4.892759371311463)",,,,
4605,"36, Zijkanaal H-weg, Noord, Amsterdam, Noord-Holland, Nederland, 1037 RR, Nederland","(52.4244212, 4.85814895176628)",,,,
4606,"81, Herengracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 BD, Nederland","(52.3774055, 4.8907492)",,,,
4607,"31-1, Coppelstockstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1056 XK, Nederland","(52.3761968, 4.8606132)",,,,
4608,"Biesboschstraat, Scheldebuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1078 HE, Nederland","(52.344941649999996, 4.897650200556109)",,,,
4609,"Lijnbaansbrug, Singel, Burgwallen-Nieuwe Zijde, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 VH, Nederland","(52.376285499999994, 4.891197274073495)",,,,
4610,"Haparandaweg, Houthaven, West, Amsterdam, Noord-Holland, Nederland, 1013 BD, Nederland","(52.394497799999996, 4.876309304147231)",,,,
4611,"Helsingforsbrug, Houthavenkade, Houthaven, West, Amsterdam, Noord-Holland, Nederland, 1014 ZB, Nederland","(52.39401695, 4.877207584021687)",,,,
4612,"60-2, Frederik Hendrikstraat, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 HX, Nederland","(52.3766592, 4.8737516)",,,,
4613,"Kruislaan, Middenmeer, Oost, Amsterdam, Noord-Holland, Nederland, 1098 SK, Nederland","(52.3486141436535, 4.941715083283018)",,,,
4614,"Hoekschewaardweg, Tuindorp Buiksloot, Noord, Amsterdam, Noord-Holland, Nederland, 1025 PB, Nederland","(52.39194035, 4.9307846490424225)",,,,
4615,"Geerdinkhof, G-buurt, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1103 RH, Nederland","(52.3273224, 4.976621669710362)",,,,
4616,"Coffeeshop Stone's, 145, Ruysdaelkade, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 AR, Nederland","(52.3536957, 4.8871751)",,,,
4617,"Restaurant 212, 212, Amstel, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 AH, Nederland","(52.3658779, 4.9002601)",,,,
4618,"Nachtwachtlaan, Overtoomse Veld, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1058 EN, Nederland","(52.3619704, 4.8451065)",,,,
4619,"Postjesweg, Overtoomse Veld, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1057 NL, Nederland","(52.36414373905467, 4.8449049388934196)",,,,
4620,"Hans Meerum Terwogtweg, Noord, Amsterdam, Noord-Holland, Nederland, 1022 KA, Nederland","(52.40293580310254, 4.929521282396554)",,,,
4621,"63D, Churchill-laan, Scheldebuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1078 DH, Nederland","(52.3464643, 4.8981392)",,,,
4622,"De Sport Camping, 14, Tom Schreursweg, De Eendracht, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1067 HR, Nederland","(52.3825006, 4.783141583489714)",,,,
4623,"18-3, Barndesteeg, Burgwallen-Oude Zijde, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 BV, Nederland","(52.3721828, 4.8992075)",,,,
4624,"Liergouw, Noord, Ransdorp, Amsterdam, Noord-Holland, Nederland, 1028 BN, Nederland","(52.39052606465129, 4.9945029297800305)",,,,
4625,"58, Klaprozenweg, Noord, Amsterdam, Noord-Holland, Nederland, 1032 KL, Nederland","(52.400785, 4.9021983)",,,,
4626,"147-3, Ruysdaelkade, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 AR, Nederland","(52.3536631, 4.8872134)",,,,
4627,"854F, Prinsengracht, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 JN, Nederland","(52.362357349999996, 4.900776286392574)",,,,
4628,"54-1, Curaçaostraat, Westindische Buurt, West, Amsterdam, Noord-Holland, Nederland, 1058 BX, Nederland","(52.3605297, 4.8522551)",,,,
4629,"Geert Groote College, 84, Fred. Roeskestraat, Zuidas, Zuid, Amsterdam, Noord-Holland, Nederland, 1076 ED, Nederland","(52.341759350000004, 4.862828304373456)",,,,
4630,"45-1A, Spaarndammerstraat, Spaarndammerbuurt, West, Amsterdam, Noord-Holland, Nederland, 1013 ST, Nederland","(52.3888716, 4.8796182)",,,,
4631,"Amstelbestpad, Oost, Amsterdam, Noord-Holland, Nederland, 1096 GC, Nederland","(52.34018865, 4.9192237718152665)",,,,
4632,"66, Singel, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 AC, Nederland","(52.3775733, 4.8921866)",,,,
4633,"52A, Hazenstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016 SR, Nederland","(52.3701345, 4.8801556)",,,,
4634,"Jekerstraat, Scheldebuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1078 MG, Nederland","(52.3462889, 4.8985491612641505)",,,,
4635,"Kerkstraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 GX, Nederland","(52.3628872, 4.893169243921841)",,,,
4636,"217-H, Rozengracht, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016 NA, Nederland","(52.3723411, 4.8771644)",,,,
4637,"46-H, Simon Stevinstraat, Frankendael, Oost, Amsterdam, Noord-Holland, Nederland, 1097 CA, Nederland","(52.3530914, 4.9256756)",,,,
4638,"Venserpolder, Dalsteindreef, Venserpolder, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1102 ZJ, Nederland","(52.3269091, 4.946738058811981)",,,,
4639,"Photo brandstore, 56-H, Van Woustraat, Oude Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1073 LN, Nederland","(52.355919, 4.9001492)",,,,
4640,"45-H, Admiralengracht, Hoofdweg, West, Amsterdam, Noord-Holland, Nederland, 1057 EM, Nederland","(52.3663947, 4.8573373)",,,,
4641,"50-H, Koninginneweg, Willemsparkbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1075 EA, Nederland","(52.3538916, 4.8651342)",,,,
4642,"Haarlemmerweg, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1063 CJ, Nederland","(52.38468317145103, 4.838134704722547)",,,,
4643,"Avenue Hotel, 33, Nieuwezijds Voorburgwal, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 RD, Nederland","(52.3766377, 4.8946387)",,,,
4644,"J.J. Cremerplein, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 TH, Nederland","(52.359525649999995, 4.858383474554577)",,,,
4645,"124-H, Pieter Cornelisz. Hooftstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 CD, Nederland","(52.3598375, 4.8787171)",,,,
4646,"5, Langestraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 AK, Nederland","(52.3787436, 4.8926288)",,,,
4647,"228, Zwanebloemlaan, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1087 GD, Nederland","(52.3535144, 4.995715)",,,,
4648,"6A, Korte Kolksteeg, Burgwallen-Nieuwe Zijde, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 SK, Nederland","(52.3767438, 4.8936938)",,,,
4649,"1B, Singel, Burgwallen-Nieuwe Zijde, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 VC, Nederland","(52.3783013, 4.8939677)",,,,
4650,"11, Kattengat, Burgwallen-Nieuwe Zijde, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 SZ, Nederland","(52.3775587, 4.8945121)",,,,
4651,"13D, Langestraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 AK, Nederland","(52.3785811, 4.8924983)",,,,
4652,"Avenue Hotel, 33, Nieuwezijds Voorburgwal, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 RD, Nederland","(52.3766377, 4.8946387)",,,,
4653,"Artis, 38-40, Plantage Kerklaan, Plantage, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 CZ, Nederland","(52.366235, 4.916549915088748)",,,,
4654,"Bert Haanstrakade, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1087 DK, Nederland","(52.357061258042755, 5.00090879833278)",,,,
4655,"Eerste Constantijn Huygensstraat, Vondelbuurt, West, Amsterdam, Noord-Holland, Nederland, 1054 BZ, Nederland","(52.36074068979173, 4.876599648311483)",,,,
4656,"25, Van Baerlestraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 AN, Nederland","(52.3590989, 4.8781607)",,,,
4657,"102-H, Jan Luijkenstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 CV, Nederland","(52.3591535, 4.8784899)",,,,
4658,"152A, Pieter Cornelisz. Hooftstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 CG, Nederland","(52.3593148, 4.876839)",,,,
4659,"29, Eerste Helmersstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 DJ, Nederland","(52.3637094, 4.8763757)",,,,
4660,"Roepie Kruizestraat, Sportheldenbuurt, Zeeburgereiland, Oost, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1095 MD, Nederland","(52.37482705, 4.968454560901337)",,,,
4661,"96, Jan Luijkenstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 CV, Nederland","(52.3592355, 4.8787681)",,,,
4662,"116-H, Tweede Kostverlorenkade, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 SC, Nederland","(52.3650622, 4.8609661)",,,,
4663,"16-2, Eerste Weteringdwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 TN, Nederland","(52.3618827, 4.8883682)",,,,
4664,"550, Jacob van Lennepkade, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 MX, Nederland","(52.363943500000005, 4.867082211411933)",,,,
4665,"Quellijnstraat, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 XM, Nederland","(52.3569394, 4.887206166274828)",,,,
4666,"Rustenburgerstraat, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1074 HX, Nederland","(52.352950750000005, 4.901722735390106)",,,,
4667,"121-H, Pieter Cornelisz. Hooftstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 BS, Nederland","(52.3595303, 4.8783832)",,,,
4668,"352, Amstel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 AS, Nederland","(52.3607563, 4.903288272897197)",,,,
4669,"821, WG-plein, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 SL, Nederland","(52.3645617, 4.8717174)",,,,
4670,"Simsonstraat, Stadionbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1076 XC, Nederland","(52.347200349999994, 4.8616064999999935)",,,,
4671,"298A, Amstel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 AN, Nederland","(52.3621379, 4.9021803)",,,,
4672,"Cascade, Vondelpark, Zuid, Amsterdam, Noord-Holland, Nederland, 1075 VR, Nederland","(52.3575044, 4.8618556)",,,,
4673,"129, Nieuwe Leliestraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 SN, Nederland","(52.3749132, 4.879499)",,,,
4674,"Tweede Oosterparkstraat, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091 GL, Nederland","(52.355728980419904, 4.911842481308729)",,,,
4675,"42-1, Fagelstraat, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 GD, Nederland","(52.3805667, 4.8774661)",,,,
4676,"33-H, Bestevâerstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056 HG, Nederland","(52.3736857, 4.8598051)",,,,
4677,"129-1, Vechtstraat, Rijnbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1079 JE, Nederland","(52.3423887, 4.9080311)",,,,
4678,"541B, Overtoom, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 LK, Nederland","(52.3576075, 4.8560337)",,,,
4679,"300A, Jacob van Lennepstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 KD, Nederland","(52.3636584, 4.8625091)",,,,
4680,"24E, Spuistraat, Burgwallen-Nieuwe Zijde, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 TS, Nederland","(52.3767074, 4.8930497)",,,,
4681,"21, Muiderstraat, Valkenburg, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 PZ, Nederland","(52.3677284, 4.9066268)",,,,
4682,"40, Zamenhofstraat, Vogelbuurt, Noord, Amsterdam, Noord-Holland, Nederland, 1022 AD, Nederland","(52.3883085, 4.9265579)",,,,
4683,"129, Cola Debrotstraat, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1087 VJ, Nederland","(52.3515516, 5.0149775)",,,,
4684,"48, Oossaander Hoop, Kadoelen, Noord, Amsterdam, Noord-Holland, Nederland, 1035 RX, Nederland","(52.4176756, 4.8996133)",,,,
4685,"113-1, Kijkduinstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055 XV, Nederland","(52.3839432, 4.8523692)",,,,
4686,"5-H, Katwijkstraat, Hoofddorperpleinbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1059 XL, Nederland","(52.3509078, 4.8472637)",,,,
4687,"69, Bos en Lommerplein, Bos en Lommer, West, Amsterdam, Noord-Holland, Nederland, 1055 AD, Nederland","(52.3777793, 4.8467894)",,,,
4688,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
4689,"8, Coppelstockstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1056 XM, Nederland","(52.3764382, 4.8603313)",,,,
4690,"148-H, Govert Flinckstraat, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 EN, Nederland","(52.3547489, 4.8919154)",,,,
4691,"President Brandstraat, Transvaalbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091 WV, Nederland","(52.3535427, 4.916786499999999)",,,,
4692,"120, Transvaalkade, Transvaalbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091 LS, Nederland","(52.3508847, 4.9177856)",,,,
4693,"42-H, Columbusplein, Hoofdweg, West, Amsterdam, Noord-Holland, Nederland, 1057 VB, Nederland","(52.3665167, 4.8545315)",,,,
4694,"Van Beuningenplein, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 VV, Nederland","(52.381047949999996, 4.87001349075482)",,,,
4695,"62, Reguliersdwarsstraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 BM, Nederland","(52.3660967, 4.892344)",,,,
4696,"59, Vijzelstraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 HE, Nederland","(52.3655518, 4.8931576)",,,,
4697,"van de Raa, 601, Arent Janszoon Ernststraat, Buitenveldert, Zuid, Amsterdam, Noord-Holland, Nederland, 1082 LE, Nederland","(52.3318854, 4.8747586)",,,,
4698,"Montessori Lyceum Oostpoort, 3, Polderweg, Oostpoort, Oost, Amsterdam, Noord-Holland, Nederland, 1093 KL, Nederland","(52.358316099999996, 4.9291597826235805)",,,,
4699,"71, Oranje-Vrijstaatkade, Oostpoort, Oost, Amsterdam, Noord-Holland, Nederland, 1093 KS, Nederland","(52.3568909, 4.9320805)",,,,
4700,"Q-Park Oostpoort, Waldenlaan, Oostpoort, Oost, Amsterdam, Noord-Holland, Nederland, 1093 NG, Nederland","(52.357010200000005, 4.929846171696456)",,,,
4701,"Montessori Lyceum Oostpoort, 3, Polderweg, Oostpoort, Oost, Amsterdam, Noord-Holland, Nederland, 1093 KL, Nederland","(52.358316099999996, 4.9291597826235805)",,,,
4702,"302, Polderweg, Oostpoort, Oost, Amsterdam, Noord-Holland, Nederland, 1093 NK, Nederland","(52.3581127, 4.9317301)",,,,
4703,"Q-Park Oostpoort, Waldenlaan, Oostpoort, Oost, Amsterdam, Noord-Holland, Nederland, 1093 NG, Nederland","(52.357010200000005, 4.929846171696456)",,,,
4704,"Hertspieghelplein, Hertspieghelweg, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055 KP, Nederland","(52.38153025, 4.8513548022905795)",,,,
4705,"46-1, Willem de Zwijgerlaan, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056 JS, Nederland","(52.3716998, 4.8639558)",,,,
4706,"34-1, Brederodestraat, Kinkerbuurt, Helmersbuurt, West, Amsterdam, Noord-Holland, Nederland, 1054 MV, Nederland","(52.3618503, 4.8662301)",,,,
4707,"53-H, Da Costastraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 ZD, Nederland","(52.3691203, 4.874177)",,,,
4708,"75, Pieter van der Doesstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056 VD, Nederland","(52.3736518, 4.8562526)",,,,
4709,"19-H, Potgieterstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 XP, Nederland","(52.3696683, 4.8744202)",,,,
4710,"88G, Keizersgracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 CT, Nederland","(52.3777253, 4.887661)",,,,
4711,"55B, IJsselmeerstraat, Waterlandpleinbuurt, Noord, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1024 ML, Nederland","(52.3891296, 4.9616309)",,,,
4712,"102-H, Linnaeusparkweg, Middenmeer, Oost, Amsterdam, Noord-Holland, Nederland, 1098 EJ, Nederland","(52.3531013, 4.9352606)",,,,
4713,"59-1, Brederodestraat, Kinkerbuurt, Helmersbuurt, West, Amsterdam, Noord-Holland, Nederland, 1054 MS, Nederland","(52.3614236, 4.8652661)",,,,
4714,"Dragers van verre, Brettenpad, West, Amsterdam, Noord-Holland, Nederland, 1014 BX, Nederland","(52.3866136, 4.8761724)",,,,
4715,"117, Korte Leidsedwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 PZ, Nederland","(52.3634934, 4.8845478)",,,,
4716,"14, Binnenkant, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 BG, Nederland","(52.373634249999995, 4.903901847262838)",,,,
4717,"164-1, Kanaalstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 XP, Nederland","(52.3612987, 4.8593806)",,,,
4718,"3-H, Van Woustraat, Oude Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1074 AA, Nederland","(52.357508, 4.8996332)",,,,
4719,"81, Spinozahof, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 AN, Nederland","(52.3617906, 4.9142401)",,,,
4720,"154B, Elandsstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016 SJ, Nederland","(52.3700486, 4.8789819)",,,,
4721,"Hofje Venetiae, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland","(52.3703785, 4.879315287803983)",,,,
4722,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
4723,"94, Bos en Lommerplein, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055 EK, Nederland","(52.3782627, 4.8463576)",,,,
4724,"45A, Kinkerstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 DD, Nederland","(52.3676911, 4.8741783)",,,,
4725,"1, Blauwburgwal, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 AS, Nederland","(52.376372, 4.8907608)",,,,
4726,"Hoofdweg, West, Amsterdam, Noord-Holland, Nederland, 1057 DN, Nederland","(52.368350548269156, 4.852039444374716)",,,,
4727,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
4728,"10A, Motorkade, Noord, Amsterdam, Noord-Holland, Nederland, 1021 JR, Nederland","(52.3849726, 4.9193071)",,,,
4729,"Wibautstraat, Oost, Amsterdam, Noord-Holland, Nederland, 1091 ND, Nederland","(52.35040463699997, 4.915765013869626)",,,,
4730,"13, Duke Ellingtonstraat, Park Haagseweg, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1066 GE, Nederland","(52.3438748, 4.826892)",,,,
4731,"12-H, Busken Huetstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 SZ, Nederland","(52.3585267, 4.8565064)",,,,
4732,"Waddenweg, Buikslotermeer, Noord, Amsterdam, Noord-Holland, Nederland, 1025 KN, Nederland","(52.39475933093916, 4.928702090678751)",,,,
4733,"94D, Linnaeushof, Middenmeer, Oost, Amsterdam, Noord-Holland, Nederland, 1098 KT, Nederland","(52.352887, 4.933517)",,,,
